,pop,phage,immune,vulnerable,richness,phageRichness,pS,b,a,c,beta,absp,d,m,l,popinit,phageinit
0,0.0,1359129.9333114724,0.0,0.0,1.0,1.0,0.0,1.5859332363413867,5795859.5644651195,0.03924883332062838,85.0,1.6131920657251395e-09,0.0064861971691479335,0.0,0.9774126847716522,1738341.8600104004,301050.583999661
1,240880.68634847825,61503996.74648589,0.0,240880.68634847825,1.0,1.0,0.0,1.3274971102126174,1951560.209956405,0.004818131386651697,163.0,2.4108663532472886e-09,0.09407844498207493,0.0,0.7266127836525562,1722360.9062318045,9096805.244406087
2,108530.83122435384,0.0,0.0,108530.83122435384,1.0,1.0,0.0,1.551446443048952,196811.19099278256,0.03241327069115742,109.0,2.2257751852259395e-09,0.2336994606924594,0.0,0.6315731775123942,1142058.269346531,6329653.163885973
3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.4715630426088993,46066408.139968164,0.003742948279660039,168.0,1.5880035447166491e-09,0.233548198816052,0.0,0.807904091555869,5940014.471137578,8230661.844305101
4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.8234468399808854,1086069.9223547957,0.014348346724880135,109.0,6.877258143718625e-09,0.05515788639481255,0.0,0.5585457051598373,733154.3466759648,1547905.5472493088
5,0.0,701555.0931030918,0.0,0.0,1.0,1.0,0.0,1.8034712428642028,353584.25528177625,0.017290049737247376,178.0,4.545898452696005e-08,0.004972698798834563,0.0,0.8104586310773199,486609.9673408782,320977.1903307241
6,31196.33489349756,1330697.1174555696,0.0,31196.28271914708,1.0,1.0,0.0,1.3021794795137673,104191.60540454107,0.0038176325454677405,68.0,1.6861967704716693e-09,0.0037061516405872182,0.0,0.8117831144605886,7413175.638214853,858482.6317333451
7,150236.46062645945,0.0,0.0,150236.46062645945,1.0,1.0,0.0,1.2843600608771357,528331.7923390928,0.004454093068321722,189.0,4.991871838977391e-09,0.18498145045802175,0.0,0.1944383755849508,956665.9093102567,775044.2304206219
8,125785.38021648339,0.0,0.0,125785.38021648339,1.0,1.0,0.0,1.6045532358858372,208063.364398738,0.025896625797426468,126.0,1.6571476063811749e-09,0.2553367775316255,0.0,0.8886059305296261,4727478.599724479,466556.35719721427
9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.754157548707157,4844410.544136498,0.004952005121984502,197.0,2.203872923778754e-08,0.28908131211812793,0.0,0.23709683035474338,7589106.450314501,240392.82764768292
10,52313.489899848035,0.0,0.0,52313.489899848035,1.0,1.0,0.0,1.3793219940917532,137913.1469199094,0.00897103596818345,180.0,2.352857389350899e-09,0.12369543064830668,0.0,0.5081859484662917,177472.51577337467,127178.69924051955
11,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.623130757297171,42188811.14839582,0.008457653978356619,130.0,5.7599141999045325e-08,0.23226510416441243,0.0,0.6544521350269155,193021.69342605388,3292626.25897267
12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.3265854908708286,3061091.8209860125,0.016113698397895705,143.0,9.029070726626645e-08,0.15747768141974505,0.0,0.23464211896193998,1022909.8068402724,3379956.5992063517
13,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.1989183630775522,36661187.46658909,0.0020244209121910175,77.0,4.742237619017372e-08,0.042396757482556814,0.0,0.8520457454176862,543363.023541698,5600982.27366046
14,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.464386879968162,79994175.66246833,0.0013087292734090914,101.0,9.83639399099652e-09,0.14826099546105653,0.0,0.08170113564227954,6790548.0085949255,5696268.548571248
